site_id,site_name,suburb
2976,CALDER FWY/KINGS RD INT'CHG MELBOURNE BD,Keilor North
2731,KEILOR PARK/FULLARTON/HARRICK,Keilor Park
2732,KEILOR PARK/CALDER FWY I/B ON/OFF,Keilor Park
2733,KEILOR PARK/CALDER FWY O/B ON/OFF,Keilor Park
2738,KEILOR PARK/THE LINK,Keilor Park
2756,CALDER FWY/KEILOR PARK,Keilor Park
2817,KEILOR PARK/THOMSONS,Keilor Park
40033,WRR/CALDER GB ON RAMP,Keilor Park
40034,WRR NTH OF CALDER GB ON RAMP,Keilor Park
40035,WRR NTH OF CALDER GB ON RAMP,Keilor Park
40475,WRR Entry Ramp Calder Fwy IB,Keilor Park
6025,MCIVOR BTW PATRICK AND MURPHY,Kennington
6279,STRATHFIELDSAYE/EDWARDS/CONDON,Kennington
6291,CONDON/RESERVOIR,Kennington
6294,BENDIGO - REDESDALE RD / MARNIE RD,Kennington
1064,RACECOURSE/WESTERN LINK ON/OFF RAMPS,Kensington
2499,SMITHFIELD/SPEAKMEN,Kensington
2501,PHW(SMITHFIELD)/EPSOM,Kensington
2502,SMITHFIELD/GATEHOUSE/STABLES,Kensington
2524,EPSOM NR BANGALORE,Kensington
3403,KENSINGTON RD/ALTONA ST,Kensington
3404,KENSINGTON/HOBSONS/CHILDERS,Kensington
3436,KENSINGTON NR DEVON,Kensington
3524,RACECOURSE NR PIN OAK,Kensington
3764,ARDEN/LLOYD,Kensington
3989,SIMPLOT ACCESS/LLOYD,Kensington
4473,RACECOURSE/WELLINGTON,Kensington
4480,MACAULAY/EPSOM/KENSINGTON,Kensington
4481,MACAULAY NR BELLAIR,Kensington
4484,MACAULAY/STUBBS,Kensington
1190,DENMARK/STEVENSON,Kew
1379,BARKERS/CHURCH/HIGH (KEW TRAM DEPOT),Kew
2820,CHANDLER HWY/PRINCESS,Kew
2821,CHANDLER HWY EAST OF FWY WB,Kew
2822,CHANDLER HWY/EAST FWY E ON,Kew
2823,CHANDLER HWY/EAST FWY E OFF,Kew
2824,CHANDLER HWY NR YARRA,Kew
3004,BARKERS/AUBURN/WRIXON,Kew
3007,WILLSMERE NR EARL,Kew
3620,PRINCESS NR WILLS,Kew
3621,PRINCESS NR MOLESWORTH,Kew
3622,PRINCESS/DUKE,Kew
3623,PRINCESS NR WILLSMERE,Kew
3660,STUDLEY PARK NR HODGSON,Kew
3661,STUDLEY PARK/CARSON,Kew
3662,HIGH/DENMARK/PRINCESS/STUDLEY PARK,Kew
3663,DENMARK/WELLINGTON,Kew
3667,HIGH NR PAKINGTON,Kew
3826,BURKE NR GORDON,Kew
4320,HIGH NR PARK HILL,Kew
4323,COTHAM/CHARLES,Kew
4324,COTHAM/GLENFERRIE,Kew
4325,COTHAM NR FLORENCE,Kew
4326,COTHAM NR BRADFORD,Kew
4327,WELLINGTON/CHARLES,Kew
4328,GLENFERRIE/WELLINGTON,Kew
4329,HIGH/STEVENSON,Kew
4330,GLENFERRIE NR FITZWILLIAM,Kew
4331,SACKVILLE NR THOMAS,Kew
4332,COTHAM NR JOHN,Kew
4333,COTHAM NR MARSHALL,Kew
4334,HIGH NR WALPOLE,Kew
4335,HIGH/CHARLES,Kew
4336,HIGH NR CHILDERS,Kew
4337,COTHAM NR HIGH,Kew
2825,EASTERN/BURKE ON RAMP,Kew East
3008,KILBY NR BELFORD,Kew East
4321,HIGH/HARP/VALERIE,Kew East
4322,HIGH NR KEW HIGH SCHOOL,Kew East
4339,HIGH NR WESTBROOK,Kew East
395,HUTTON/CHAPEL,Keysborough
441,SPRINGVALE/SPRINGVALE BYPASS,Keysborough
495,HUTTON/GREEN/PERRY,Keysborough
500,SPRINGVALE/THE WATERWAYS,Keysborough
644,CHANDLER NR ISAAC,Keysborough
670,CHELTENHAM/CHANDLER,Keysborough
923,CHELTENHAM/CORRIGAN,Keysborough
924,CHELTENHAM/KINGSCLERE,Keysborough
931,CORRIGAN NR COLLEGE,Keysborough
963,CHELTENHAM/PARKMORE SHOP CENTRE,Keysborough
979,CHELTENHAM/CAMBRIA,Keysborough
1112,DANDENONG SOUTHERN BYPASS/EASTLINK,Keysborough
1113,GREENS/EASTLINK,Keysborough
1118,DANDENONG SOUTHERN BYPASS/PERRY,Keysborough
1119,DANDENDONG SOUTH BYPASS/CHANDLER,Keysborough
1240,GREENS/KEY/PACIFIC,Keysborough
1266,PERRY RD/PACIFIC DRV,Keysborough
1336,CHELTENHAM NR DINGLEY DANDENONG  BYPASS,Keysborough
1337,DANDENONG BYPASS/CHAPEL,Keysborough
1417,Monash/Princess Hwy OB,Keysborough
1755,Corrigan Road / Henderson Road,Keysborough
3146,CHELTENHAM/BUNNINGS ACCESS RD,Keysborough
3150,CHELTENHAM/FIVEWAYS/LAKE VIEW,Keysborough
3151,SPRINGVALE/KEYLANA,Keysborough
6067,Goulburn Valley Highway / Sanctuary Dr,Kialla
6070,GVH/RIVERSIDE PLAZA ENTRANCE,Kialla
6074,GVH / KIALLA LAKES,Kialla
6138,GVH/RIVERVIEW,Kialla
6035,Northern Hwy / Clarke St Kilmore,Kilmore
6211,NORTHERN HWY/RUTLEDGE,Kilmore
6303,NORTHERN HWY / UNION ST,Kilmore
6330,NORTHERN NR BOURKE,Kilmore
122,MT DANDENONG/HAWTHORY,Kilsyth
639,MT DANDENONG/COLCHESTER,Kilsyth
811,DURHAM NR ANITA,Kilsyth
815,MT DANDENONG/DURHAM/LIVERPOOL,Kilsyth
864,CANTERBURY/LIVERPOOL,Kilsyth
1225,LIVERPOOL/GLASGOW,Kilsyth
1526,LIVERPOOL/PINKS,Kilsyth
1718,Cambridge Rd btw Hawthory Rd-Dunrossil D,Kilsyth
890,COLCHESTER NR COLLIER,Kilsyth South
5401,MAIN BTW ROBERTSON & VICTORIA,Kinglake
1392,TAYLORS/BRAESWOOD,Kings Park
2063,Kings Road / Taylors Road,Kings Park
2567,TAYLORS/COPPERFIELD,Kings Park
2728,KINGS/GILLESPIE,Kings Park
3747,PLENTY NR BROWNING,Kingsbury
2498,PHW NR WALES,Kingsville
2508,PHW/SOMERVILLE/ROBERTS,Kingsville
3753,WILLIAMSTOWN NR WEBB,Kingsville
4249,WILLIAMSTOWN/CHARLES/DICKSON,Kingsville
159,BURWOOD HWY/LAKEWOOD,Knoxfield
377,FERNTREE GULLY/ENT BUNNINGS (KNOX),Knoxfield
384,FERNTREE GULLY/HENDERSON/ST LAURENT,Knoxfield
391,STUD/CENTRE,Knoxfield
459,FERNTREE GULLY/SCORESBY,Knoxfield
1185,FERNTREE GULLY NR KATHRYN,Knoxfield
1244,KOO WEE RUP-LONGWARRY/ROSSITER/STATION,Koo Wee Rup
2954,MONASH/TOORAK IB,Kooyong
3841,GLENFERRIE NR KOOYONG STN,Kooyong
4356,GLENFERRIE/TOORAK,Kooyong
6809,COMMERCIAL NR HIGH,Koroit
6679,STH GIPPS'D HWY NR RADOVICK,Korumburra
6322,ALLAN ST 100M EAST OF UNION ST,Kyabram
6323,ALLAN ST 130M EAST OF CHURCH ST,Kyabram
5937,KYNETON MAIN/KYNETON - TRENTHAM,Kyneton
5939,KYNETON MAIN ROAD JENNINGS AND LAURISTON,Kyneton
5824,STURT/GILLIES,Lake Gardens
5826,DRUMMOND NR MAIR,Lake Wendouree
5837,GILLIES/LAKE GARDENS,Lake Wendouree
5658,PHE/MYER,Lakes Entrance
5661,Princes Hwy nr Mechanic Street,Lakes Entrance
5662,Princes Hwy nr Barkes Avenue,Lakes Entrance
2774,KINGSWAY NR LYNDON,Lalor
2777,CHILDS NR SUPPLY,Lalor
2792,DALTON NR DAVID,Lalor
3232,HIGH/MANNS CROSSING,Lalor
3233,HIGH/PASCHKE/KINGSWAY,Lalor
3237,HIGH/KINGSWAY (SEE 3233),Lalor
3975,EDGARS/KINGSWAY,Lalor
4993,MCKIMMIES NR DAREBIN,Lalor
1263,WESTERN PORT RD NR RUPERT ST,Lang Lang
255,CRANBOURNE-FRANK/WARRANDYTE,Langwarrin
259,CRANBOURNE-FRANKSTON / JOSEPHINE,Langwarrin
261,CRANBOURNE-FRANKSTON/LONG,Langwarrin
302,CRANBOURNE-FRANK/SOUTHGATEWAY,Langwarrin
514,CRANBOURNE-FRANKSTON/UNION/PINDARA,Langwarrin
744,CRANBOURNE/MCCLELLAND,Langwarrin
986,MCCLELLAND/NORTH,Langwarrin
1116,CRANBOURNE-FRANKSTON/WESTERN PORT,Langwarrin
1260,CRANBOURNE-FRANKSTON/NORTHGATEWAY/QUARRY,Langwarrin
1261,CRANBOURNE-FRANKSTON/CENTRE/POTTS,Langwarrin
1307,ROBINSONS RD NR MCCLELLAND DRV,Langwarrin
1365,MCCLELLAND/CENTENARY PARK/BORAL,Langwarrin
5012,STATION LAKE NR WAVERLEY,Lara
5156,PATULLOS/KEES,Lara
573,WARBURTON HWY NR DON,Launching Place
3474,MAHER NR THOMAS,Laverton
3477,RAILWAY BTW EPSOM & FITZROY,Laverton
5147,PFW/AVIATION ENTRY RAMP I/B,Laverton
5247,AVIATION NR RAILWAY (TRIHOLM),Laverton
5261,AVIATION/MAHER,Laverton
5270,TRIHOLM NR AVIATION,Laverton
1647,WGF 30m East of Princes Hwy Bridge I/B,Laverton North
1648,M80 to WGF Entry Ramp,Laverton North
1696,WGF 100m Est of Princes Fwy Ext Ramp I/B,Laverton North
2540,PFW/PHW ENTRY RAMP O/B,Laverton North
2631,WRR/BOUNDARY,Laverton North
2647,BOUNDARY/PLUMMER/SPENCER,Laverton North
3365,PFW/KOROROIT ON RAMP I/B,Laverton North
3719,LEAKES/ESTATE/INTERCHANGE DRV,Laverton North
4989,FITZGERALD/FEDERATION TRAIL,Laverton North
5002,FITZGERALD/LEAKES/KOROROIT CREEK,Laverton North
5243,LITTLE BOUNDARY/PIPE,Laverton North
5258,FITZGERALD/GILBERTSON,Laverton North
5263,BOUNDARY/WILLIAM ANGLISS/MARWEN,Laverton North
5280,BOUNDARY/HUME,Laverton North
5293,LEAKES/FEDERATION TRAIL,Laverton North
5294,DOHERTYS/FEDERATION TRAIL,Laverton North
5295,LITTLE BOUNDARY/FEDERATION TRAIL,Laverton North
5315,WRR/BOUNDARY IB,Laverton North
6633,SGH (Bair Street) nr Church Street,Leongatha
6680,STH GIPPS'D HWY (BLAIR) NR CHURCH,Leongatha
6702,Sth Gippsland Hwy / Nerrena Rd / Long St,Leongatha
5191,BELLARINE HWY/MELALUKA,Leopold
5193,BELLARINE HWY/KENSINGTON,Leopold
5194,BELLARINE HWY/CHRISTIES RD/CLAREMONT DR,Leopold
5212,BELLARINE HWY/ASH/SIMONS,Leopold
5368,Geelong-Portarlington Rd / Melaluka Rd,Leopold
102,MAROONDAH/NELSON/GOODALL,Lilydale
109,SWANSEA/HULL,Lilydale
143,MAROONDAH NR LILYDALE STN,Lilydale
144,MAROONDAH NR CLARKE,Lilydale
145,MAROONDAH/ANDERSON,Lilydale
147,MAROONDAH/WARBURTON,Lilydale
149,ANDERSON/HARDY,Lilydale
389,MAROONDAH NR COMO,Lilydale
812,HUTCHINSON/JOHN,Lilydale
1250,MAROONDAH NR ANDERSON LILYDALE FIRE STAT,Lilydale
1299,ANDERSON/GARDINER,Lilydale
1719,Maroondah Highway at Olinda Creek,Lilydale
1729,Hutchinson Street nr John Street,Lilydale
3095,JOHN/ACCESS,Lilydale
3296,Victoria Rd / Switchback Rd / Nelson Rd,Lilydale
6232,LODDON VALLEY/CREETH,Long Gully
5045,ANAKIE / BELL POST SHOPS,Lovely Banks
5132,ANAKIE RD INTERCHANGE/PRINCES HW (GRR),Lovely Banks
716,MAIN NR PROSPERITY,Lower Plenty
718,MAIN/PANORAMA/GRAND,Lower Plenty
719,MAIN/PARA,Lower Plenty
984,MAIN/FITZSIMONS,Lower Plenty
6693,TRARALGON CREEK/BARTONS,Loy Yang
305,STH GIPPSLAND HWY/LYNBROOK,Lynbrook
569,STH GIPPS'D HWY/MCDOWALL/COMMERCIAL,Lynbrook
1208,HALLAM/ORMOND/LYNBROOK,Lynbrook
620,FRANKSTON-DANDENONG/THOMPSONS,Lyndhurst
1331,THOMPSONS RD/MARRIOTT BIVD/MISSENS RD,Lyndhurst
3169,THOMPSONS/LYNDHURST,Lyndhurst
787,LYSTERFIELD/NAPOLEON/GLENFERN,Lysterfield
939,NAPOLEON NR LAKESFIELD,Lysterfield
1081,KELLETTS/NAPOLEON,Lysterfield
1147,LYSTERFIELD/WELLINGTON,Lysterfield
3340,GREENSBOROUGH/YALLAMBIE,Macleod
3350,GREENSBOROUGH/ERSKINE,Macleod
5157,BACCHUS MARSH-GEELONG NR STATION,Maddingley
5660,JOHNSON NR PEARSON,Maffra
6218,CALDER/EDWARDS,Maiden Gully
2578,AQUATIC DR NR ROSAMOND RD,Maidstone
2605,WESTERN HWY/ROSAMOND/S'HILL,Maidstone
2606,WESTERN/CHURCHILL,Maidstone
2615,WESTERN HWY NR THOMSON,Maidstone
2707,HAMPSTEAD NR KEITH,Maidstone
4936,HAMPSTEAD/WESTS/WILLIAMSON,Maidstone
4937,HAMPSTEAD/MITCHELL/OMAR,Maidstone
4940,MITCHELL/ROSAMOND,Maidstone
4941,ROSAMOND NR FISHER,Maidstone
4948,ASHLEY/CHURCHILL,Maidstone
4961,ROSAMOND/WILLIAMSON/AQUATIC,Maidstone
2415,PHE NR CARNARVON,Malvern
2953,MONASH/TOORAK OB,Malvern
3842,GLENFERRIE NR EDSALL,Malvern
3850,GLENFERRIE/EVANDALE,Malvern
3854,STATION NR CLAREMONT,Malvern
3856,TOORONGA NR MILTON,Malvern
3857,MILTON NR TOORONGA,Malvern
4354,MALVERN NR ELIZABETH,Malvern
4355,MALVERN/GLENFERRIE,Malvern
4358,HIGH NR NORTHBROOK,Malvern
4359,HIGH NR PARK,Malvern
4365,GLENFERRIE/WATTLETREE,Malvern
4366,WATTLETREE/COONIL,Malvern
1071,WAVERLEY NR BRUCE,Malvern East
1073,MIDDLE/CAPON,Malvern East
2417,DANDENONG/TOORONGA,Malvern East
2421,PHE/DARLING/KOORNANG,Malvern East
2422,PHE/MURRUMBEENA/BELGRAVE,Malvern East
2423,PHE NR SUTHERLAND,Malvern East
2483,CHADSTONE SHOPPING CENTRE WEST MALL,Malvern East
3674,MONASH FWY/WARRIGAL ON RAMP I/B,Malvern East
3680,WARRIGAL/WAVERLEY,Malvern East
3681,MONASH/WARRIGAL,Malvern East
3690,WARRIGAL/BATESFORD,Malvern East
3706,WARRIGAL/MIDDLE,Malvern East
3844,TOORONGA NR COPPIN,Malvern East
3846,BURKE NR MANNING,Malvern East
3847,CHADSTONE NR ABBOTSFORD,Malvern East
3851,CHADSTONE/EXIT CHAD SHOPS,Malvern East
3852,WAVERLEY NR BATESFORD,Malvern East
3855,MALVERN/MOIRA,Malvern East
3884,BURKE NR KARDELLA,Malvern East
4340,WAVERLEY/BATESFORD,Malvern East
4341,WAVERLEY/CHADSTONE,Malvern East
4342,MALVERN/WAVERLEY/BELGRAVE,Malvern East
4343,WAVERLEY/DARLING,Malvern East
4344,WAVERLEY NR MACGREGOR,Malvern East
4345,WAVERLEY NR TENNYSON,Malvern East
4346,BURKE/WAVERLEY,Malvern East
4347,MALVERN/WINTON,Malvern East
4348,MALVERN/DARLING/DENE,Malvern East
4349,MALVERN/WATTLETREE,Malvern East
4367,TOORONGA/WATTLETREE,Malvern East
4430,MALVERN/BELGRAVE,Malvern East
40165,M1 NR Darling Station OB,Malvern East
40166,M1 NR Darling Station IB,Malvern East
40167,M1/Winton OB,Malvern East
40168,M1/Winton IB,Malvern East
40169,M1 NR East Malvern Station OB,Malvern East
40170,M1 NR East Malvern Station IB,Malvern East
40171,M1 west of Waverley Rd,Malvern East
40172,M1 west of Waverley Rd OB,Malvern East
40174,M1 East of Waverley Rd,Malvern East
40175,M1 East of Waverley Rd IB,Malvern East
40176,M1/Warrigal Rd,Malvern East
40177,M1/Warrigal IB,Malvern East
40178,M1/Warrigal Rd IB ramp,Malvern East
40200,M1 IB at Warrigal Rd entry ramp VSL,Malvern East
5222,SHANNON/AUTUMN,Manifold Heights
5228,SHANNON/ALBERT,Manifold Heights
1523,MANOR LAKES/ARMSTRONG,Manor Lakes
1528,BALLAN/HOBBS,Manor Lakes
1943,WARRS RD NR HIGHPOINT SC EASTERN ACCESS,Maribyrnong
2549,AQUATIC NR ROSAMOND,Maribyrnong
2618,RALEIGH NR WESTS/TRAM CROSSING,Maribyrnong
2624,ROSAMOND/HIGHPOINT CITY NORTH ENT,Maribyrnong
2625,ROSAMOND/HIGHPOINT CITY SHOP ENT,Maribyrnong
2626,RALEIGH/CLYDE,Maribyrnong
2664,RALEIGH/RANDALL,Maribyrnong
2708,RIVER/GORDON,Maribyrnong
2712,CORDITE/AMRL/WATERFORD GRN EST ENT,Maribyrnong
2781,GORDON/EDGEWATER/MITCHELL,Maribyrnong
2853,GORDON NR OWEN,Maribyrnong
4938,WESTS RD/WATERFORD GREEN,Maribyrnong
4942,RALEIGH/ROSAMOND,Maribyrnong
4943,RALEIGH NR WARRS,Maribyrnong
4944,RALEIGH/VAN NESS,Maribyrnong
5985,PYRENEES HWY(TUAGGRA)/HIGH,Maryborough
5986,GLADSTONE/INKERMAN/PEKIN,Maryborough
245,NEPEAN NR BEVERLEY,McCrae
3419,MCKINNON NR GLEN ORME,McKinnon
3440,JASPER/MCKINNON,McKinnon
3612,PASCOE VALE/TAGGERTY CRES STH,Meadow Heights
3618,PASCOE VALE/SHANKLAND/RESERVOIR,Meadow Heights
3619,PASCOE VALE/TAGGERTY CRES (NTH),Meadow Heights
3640,PASCOE VALE/COOLAROO STATION ACCESS,Meadow Heights
1045,SPENCER NR FLINDERS,Melbourne
1061,ELIZABETH/PEEL/FLEM/BEDFORD,Melbourne
1241,ST KILDA RD NEAR COMMERCIAL RD,Melbourne
1243,ST KILDA RD NR HIGH ST,Melbourne
1318,BOURKE STREET NR SPRING STREET,Melbourne
1319,BOURKE STREET NR SPRING STREET,Melbourne
1563,Lonsdale Street near Healeys Lane,Melbourne
1711,Flinders Street near Russell Street,Melbourne
2406,PHE/QUEENS,Melbourne
2408,PHE/UNION,Melbourne
2440,QUEENS O'HEAD LANE CONTROL,Melbourne
2444,QUEENS O'HEAD S KINGSWAY GANTRY 01,Melbourne
2445,QUEENS O'HEAD N ARTHUR GANTRY 02,Melbourne
2446,QUEENS O'HEAD N LEOPOLD GANTRY 03,Melbourne
2447,QUEENS O'HEAD N LOUISE GANTRY 04,Melbourne
2448,QUEENS O'HEAD N ROY GANTRY 05,Melbourne
2449,QUEENS O'HEAD N BEATRICE GANTRY 06,Melbourne
2450,QUEENS O'HEAD S BEATRICE GANTRY 07,Melbourne
2479,BOURKE STREET NR RUSSELL STREET(west end,Melbourne
2480,BOURKE STREET NR RUSSELL STREET(East end,Melbourne
2481,BOURKE STREET NR RUSSELL STREET (west end,Melbourne
2835,SPENCER/LITTLE COLLINS,Melbourne
2901,SPRING/LONSDALE,Melbourne
2902,EXHIBITION/LONSDALE,Melbourne
2903,RUSSELL/LONSDALE,Melbourne
2904,SWANSTON/LONSDALE,Melbourne
2905,LONSDALE NR ST FRANCIS,Melbourne
2906,ELIZABETH/LONSDALE,Melbourne
2907,QUEEN/LONSDALE,Melbourne
2908,WILLIAM/LONSDALE,Melbourne
2909,KING/LONSDALE,Melbourne
2910,SPENCER/LONSDALE,Melbourne
2911,EXHIBITION/LITTLE LONSDALE,Melbourne
2912,RUSSELL/LITTLE LONSDALE,Melbourne
2913,SWANSTON/LITTLE LONSDALE,Melbourne
2914,ELIZABETH/LITTLE LONSDALE,Melbourne
2915,QUEEN/LITTLE LONSDALE,Melbourne
2916,WILLIAM/LITTLE LONSDALE,Melbourne
2917,KING/LITTLE LONSDALE,Melbourne
2919,EXHIBITION/LATROBE,Melbourne
2920,RUSSELL/LATROBE,Melbourne
2921,SWANSTON/LATROBE,Melbourne
2922,ELIZABETH/LATROBE,Melbourne
2923,QUEEN/LATROBE,Melbourne
2924,WILLIAM/LATROBE,Melbourne
2927,KINGS WAY NR YARRA RIVER,Melbourne
2929,KING ST/FLINDERS ST,Melbourne
2931,FLINDERS/WELLINGTON STH,Melbourne
2932,WELLINGTON/SPRING/FLINDERS,Melbourne
2935,LONSDALE NR SWANSTON,Melbourne
2950,FLINDERS LANE NR KING,Melbourne
3400,PUNT/MOUBRAY/GREVILLE,Melbourne
3408,OLYMPIC BLVD/MELBOURNE PARK ENT D,Melbourne
3409,OLYMPIC BLVD/RECTANGULAR STADIUM EAST AC,Melbourne
3410,FLINDERS LANE/MARKET,Melbourne
3445,OLYMPIC BLVD(SWAN) NR BATMAN,Melbourne
3460,COLLINS BTW SPENCER & KING,Melbourne
3471,St Kilda Road near Bowen Crescent,Melbourne
3966,FRANKLIN NR QUEEN,Melbourne
3973,LINLITHGOW NR ST KILDA,Melbourne
4162,PEEL NR VICTORIA,Melbourne
4386,ROYAL/GRATTAN,Melbourne
4387,ELIZABETH/QUEENSBERRY,Melbourne
4389,VICTORIA/SWANSTON,Melbourne
4402,VICTORIA/BOUVERIE,Melbourne
4403,VICTORIA/CARDIGAN/FRANKLIN,Melbourne
4404,VICTORIA/LYGON,Melbourne
4405,VICTORIA/RATHDOWNE,Melbourne
4466,FLEMINGTON/GRATTAN/WRECKYN,Melbourne
4506,VICTORIA/PEEL,Melbourne
4509,FRANKLIN NR QUEEN,Melbourne
4510,ELIZABETH/THERRY,Melbourne
4511,ELIZABETH/FRANKLIN,Melbourne
4512,ELIZABETH/A'BECKETT,Melbourne
4523,SWANSTON/FRANKLIN,Melbourne
4528,BATMAN/MELB PARK NTH ACCESS,Melbourne
4529,MELBOURNE PARK NTH ACCESS/FED SQ ACCESS,Melbourne
4530,SWANSTON NR YARRA RIVER,Melbourne
4531,ST KILDA NR CONCERT HALL,Melbourne
4532,ST KILDA/SOUTHBANK,Melbourne
4534,ST KILDA NR COVENTRY,Melbourne
4535,ST KILDA NR DORCAS,Melbourne
4536,ST KILDA/PARK/DOMAIN,Melbourne
4538,ST KILDA/KINGSWAY,Melbourne
4539,ST KILDA/TOORAK,Melbourne
4540,ST KILDA/LEOPOLD/ARMADALE,Melbourne
4541,ST KILDA/COMMERCIAL,Melbourne
4542,ST KILDA/MOUBRAY,Melbourne
4543,ST KILDA/HIGH/LORNE,Melbourne
4547,DOMAIN NR DOMAIN,Melbourne
4549,ALEXANDRA/LINLITHGOW,Melbourne
4550,ALEXANDRA/SWAN BRIDGE.,Melbourne
4551,SWAN ST BRIDGE/BATMAN/OLYMPIC BLVD,Melbourne
4552,ALEXANDRA/ANDERSON,Melbourne
4553,ST KILDA/ARTHUR/SLATER,Melbourne
4556,QUEEN/A'BECKETT,Melbourne
4557,BATMAN NR GATE 2 MELBOURNE PARK TENNIS C,Melbourne
4558,OLYMPIC BLVD(SWAN)/TRAM ACCESS,Melbourne
4560,EXHIBITION/FLINDERS,Melbourne
4561,RUSSELL/FLINDERS,Melbourne
4563,ELIZABETH/FLINDERS,Melbourne
4564,QUEEN/FLINDERS,Melbourne
4565,FLINDERS/MARKET,Melbourne
4566,WILLIAM/FLINDERS,Melbourne
4567,SPENCER/FLINDERS,Melbourne
4568,EXHIBITION/FLINDERS LANE,Melbourne
4569,RUSSELL/FLINDERS LANE,Melbourne
4570,SWANSTON/FLINDERS LANE,Melbourne
4571,ELIZABETH/FLINDERS LANE,Melbourne
4572,QUEEN/FLINDERS LANE,Melbourne
4573,WILLIAM/FLINDERS LANE,Melbourne
4574,KING/FLINDERS LANE,Melbourne
4576,COLLINS/EXHIBITION,Melbourne
4577,RUSSELL/COLLINS,Melbourne
4578,SWANSTON/COLLINS,Melbourne
4579,COLLINS NR ELIZABETH,Melbourne
4580,ELIZABETH/COLLINS,Melbourne
4581,QUEEN/COLLINS,Melbourne
4582,COLLINS NR MARKET,Melbourne
4583,WILLIAM/COLLINS,Melbourne
4584,KING/COLLINS,Melbourne
4586,EXHIBITION/LITTLE COLLINS,Melbourne
4587,RUSSELL/LITTLE COLLINS,Melbourne
4588,SWANSTON/LITTLE COLLINS,Melbourne
4589,ELIZABETH/LITTLE COLLINS,Melbourne
4590,QUEEN/LITTLE COLLINS,Melbourne
4591,WILLIAM/LITTLE COLLINS,Melbourne
4592,KING/LITTLE COLLINS,Melbourne
4593,SPRING/BOURKE,Melbourne
4594,BOURKE/EXHIBITION,Melbourne
4595,RUSSELL/BOURKE,Melbourne
4596,SWANSTON/BOURKE,Melbourne
4597,ELIZABETH/BOURKE,Melbourne
4598,BOURKE NR HARDWARE,Melbourne
4599,QUEEN/BOURKE,Melbourne
4600,WILLIAM/BOURKE,Melbourne
4601,KING/BOURKE,Melbourne
4602,SPENCER/BOURKE,Melbourne
4603,EXHIBITION/LITTLE BOURKE,Melbourne
4604,RUSSELL/LITTLE BOURKE,Melbourne
4605,SWANSTON/LITTLE BOURKE,Melbourne
4606,ELIZABETH/LITTLE BOURKE,Melbourne
4607,QUEEN/LITTLE BOURKE,Melbourne
4608,WILLIAM/LITTLE BOURKE,Melbourne
4609,KING/LITTLE BOURKE,Melbourne
4734,QUEENS/LINK,Melbourne
4834,ST KILDA NR RALEIGH,Melbourne
4921,QUEENS BRIDGE/QUEENSWHARF/BANANA ALLEY,Melbourne
1570,AIRPORT DRIVE / LINK ROAD,Melbourne Airport
2031,GRANTS ROAD / SERVICE ROAD,Melbourne Airport
2032,GRANTS ROAD / TAXI PARKING ACCESS,Melbourne Airport
2190,MELROSE/APAC,Melbourne Airport
2996,MELROSE DRIVE/GRANTS ROAD/CENTRE ROAD,Melbourne Airport
4974,OPERATIONS NR GATE 23,Melbourne Airport
4975,AIRPORT/CENTRE,Melbourne Airport
4976,MELBOURNE/CENTRE,Melbourne Airport
4977,MELBOURNE AIRPORT NR INTERNATIONAL TERM.,Melbourne Airport
2546,COBURNS RD BTW PERRY AND CARINA,Melton
2650,HIGH/PALMERSTON,Melton
2651,HIGH/O'NEILLS/STATION,Melton
2653,HIGH/MELTON VALLEY,Melton
2657,HIGH NR PALMERSTON & ALEXANDRA,Melton
2965,HIGH NR SMITH,Melton
4982,COBURNS/WESTERN FWY (NTH),Melton
2662,STATION/RICHARD,Melton South
4979,EXFORD/STAUGHTON,Melton South
4980,EXFORD NR MORSHEAD,Melton South
4983,COBURNS/WESTERN FWY (STH),Melton South
1509,HIGH STREET/WOODGROVE SHOPPING CENTRE,Melton West
2646,COBURNS/BARRIES,Melton West
2654,COBURNS/SHOP CENTRE ACCESS,Melton West
2669,HIGH NR COBURNS,Melton West
2683,HIGH/BARRIES,Melton West
2352,NEPEAN HWY NR LATROBE,Mentone
2354,NEPEAN HWY/BUNNINGS ACCESS,Mentone
2355,WARRIGAL/COMO,Mentone
3035,BEACH NR NAPLES,Mentone
3708,BEACH NR DIXON,Mentone
3716,FLORENCE NR OLD BAKERY,Mentone
4640,BALCOMBE/CHARMAN,Mentone
4641,BALCOMBE/SWANSTON,Mentone
4642,LWR DANDENONG NR MCSWAIN,Mentone
4643,COMO PDE WEST NR MENTONE,Mentone
4644,LWR DANDENONG NR IVY,Mentone
4645,LWR DANDENONG/THRIFT PARK EXIT,Mentone
4646,LWR DANDENONG/WARREN,Mentone
4649,LWR DANDENONG/SOUTHERN,Mentone
4650,MENTONE NR FLORENCE,Mentone
4873,BALCOMBE NR COMO PDE WEST,Mentone
6455,RANFURLY NR CALDER HWY,Merbein
1236,PLENTY/MASONS/HAZEL GLEN DRV,Mernda
1313,BRIDGE INN ROAD / CRAVENS ROAD / GALLOWA,Mernda
1339,PLENTY RD BTW FRANCESCA  AND BASILICA,Mernda
1722,BRIDGE INN/INDEPENDENCE/PAINTED HILLS,Mernda
1763,PLENTY ROAD NEAR THE PARKWAY,Mernda
